T,Salt,Cs,fs,Cp,Gamma,Eta
25,MgCl2,1000,0.2,2.0,59.9,2.0319
25,MgCl2,1000,0.2,2.0,77.4,2.0671
25,MgCl2,1000,0.2,2.0,100.0,2.0624
25,MgCl2,1000,0.2,1.5,1.0,2.2769
25,MgCl2,1000,0.2,1.5,1.29,1.3951
25,MgCl2,1000,0.2,1.5,1.67,1.6498
25,MgCl2,1000,0.2,1.5,2.15,1.9602
25,MgCl2,1000,0.2,1.5,2.78,1.7261
25,MgCl2,1000,0.2,1.5,3.59,1.803
25,MgCl2,1000,0.2,1.5,4.64,1.8149
25,MgCl2,1000,0.2,1.5,5.99,1.8462
25,MgCl2,1000,0.2,1.5,7.74,1.7525
25,MgCl2,1000,0.2,1.5,10.0,1.7632
25,MgCl2,1000,0.2,1.5,12.9,1.7806
25,MgCl2,1000,0.2,1.5,16.7,1.7902
25,MgCl2,1000,0.2,1.5,21.5,1.8429
25,MgCl2,1000,0.2,1.5,27.8,1.8201
25,MgCl2,1000,0.2,1.5,35.9,1.8428
25,MgCl2,1000,0.2,1.5,46.4,1.8568
25,MgCl2,1000,0.2,1.5,59.9,1.9029
25,MgCl2,1000,0.2,1.5,77.4,1.9251
25,MgCl2,1000,0.2,1.5,100.0,1.9283
25,MgCl2,1000,0.2,3.0,1.0,1.6562
25,MgCl2,1000,0.2,3.0,1.29,2.2312
25,MgCl2,1000,0.2,3.0,1.67,2.5273
25,MgCl2,1000,0.2,3.0,2.15,2.3938
25,MgCl2,1000,0.2,3.0,2.78,2.2353
25,MgCl2,1000,0.2,3.0,3.59,2.4618
25,MgCl2,1000,0.2,3.0,4.64,2.2213
25,MgCl2,1000,0.2,3.0,5.99,2.4041
25,MgCl2,1000,0.2,3.0,7.74,2.3626
25,MgCl2,1000,0.2,3.0,10.0,2.319
25,MgCl2,1000,0.2,3.0,12.9,2.3139
25,MgCl2,1000,0.2,3.0,16.7,2.3398
25,MgCl2,1000,0.2,3.0,21.5,2.3182
25,MgCl2,1000,0.2,3.0,27.8,2.3231
25,MgCl2,1000,0.2,3.0,35.9,2.3179
25,MgCl2,1000,0.2,3.0,46.4,2.3049
25,MgCl2,1000,0.2,3.0,59.9,2.3313
25,MgCl2,1000,0.2,3.0,77.4,2.3132
25,MgCl2,1000,0.2,3.0,100.0,2.3574
25,MgCl2,1000,0.2,2.5,1.0,2.005
25,MgCl2,1000,0.2,2.5,1.29,1.7754
25,MgCl2,1000,0.2,2.5,1.67,2.1949
25,MgCl2,1000,0.2,2.5,2.15,2.3895
25,MgCl2,1000,0.2,2.5,2.78,1.9609
25,MgCl2,1000,0.2,2.5,3.59,2.2141
25,MgCl2,1000,0.2,2.5,4.64,2.0692
25,MgCl2,1000,0.2,2.5,5.99,2.2356
25,MgCl2,1000,0.2,2.5,7.74,2.1367
25,MgCl2,1000,0.2,2.5,10.0,2.1095
25,MgCl2,1000,0.2,2.5,12.9,2.1205
25,MgCl2,1000,0.2,2.5,16.7,2.1373
25,MgCl2,1000,0.2,2.5,21.5,2.1737
25,MgCl2,1000,0.2,2.5,27.8,2.1525
25,MgCl2,1000,0.2,2.5,35.9,2.1616
25,MgCl2,1000,0.2,2.5,46.4,2.1601
25,MgCl2,1000,0.2,2.5,59.9,2.2029
25,MgCl2,1000,0.2,2.5,77.4,2.1978
25,MgCl2,1000,0.2,2.5,100.0,2.2175
25,MgCl2,1000,0.2,4.0,1.0,2.3191
25,MgCl2,1000,0.2,4.0,1.29,2.516
25,MgCl2,1000,0.2,4.0,1.67,2.9238
25,MgCl2,1000,0.2,4.0,2.15,2.9627
25,MgCl2,1000,0.2,4.0,2.78,2.5531
25,MgCl2,1000,0.2,4.0,3.59,2.8519
25,MgCl2,1000,0.2,4.0,4.64,2.6381
25,MgCl2,1000,0.2,4.0,5.99,2.8097
25,MgCl2,1000,0.2,4.0,7.74,2.7376
25,MgCl2,1000,0.2,4.0,10.0,2.6786
25,MgCl2,1000,0.2,4.0,12.9,2.6845
25,MgCl2,1000,0.2,4.0,16.7,2.7072
25,MgCl2,1000,0.2,4.0,21.5,2.7013
25,MgCl2,1000,0.2,4.0,27.8,2.6786
25,MgCl2,1000,0.2,4.0,35.9,2.669
25,MgCl2,1000,0.2,4.0,46.4,2.6445
25,MgCl2,1000,0.2,4.0,59.9,2.6691
25,MgCl2,1000,0.2,4.0,77.4,2.6417
25,MgCl2,1000,0.2,4.0,100.0,2.6653
25,MgCl2,1000,0.2,7.0,1.0,3.6455
25,MgCl2,1000,0.2,7.0,1.29,4.1404
25,MgCl2,1000,0.2,7.0,1.67,4.4725
25,MgCl2,1000,0.2,7.0,2.15,4.3387
25,MgCl2,1000,0.2,7.0,2.78,4.1489
25,MgCl2,1000,0.2,7.0,3.59,4.3896
25,MgCl2,1000,0.2,7.0,4.64,4.1467
25,MgCl2,1000,0.2,7.0,5.99,4.3036
25,MgCl2,1000,0.2,7.0,7.74,4.2533
25,MgCl2,1000,0.2,7.0,10.0,4.1772
25,MgCl2,1000,0.2,7.0,12.9,4.1421
25,MgCl2,1000,0.2,7.0,16.7,4.1245
25,MgCl2,1000,0.2,7.0,21.5,4.0536
25,MgCl2,1000,0.2,7.0,27.8,4.0015
25,MgCl2,1000,0.2,7.0,35.9,3.9346
25,MgCl2,1000,0.2,7.0,46.4,3.8577
25,MgCl2,1000,0.2,7.0,59.9,3.8226
25,MgCl2,1000,0.2,7.0,77.4,3.7429
25,MgCl2,1000,0.2,7.0,100.0,3.7323
25,MgCl2,1000,0.2,5.0,1.0,3.2353
25,MgCl2,1000,0.2,5.0,1.29,3.5519
25,MgCl2,1000,0.2,5.0,1.67,3.5317
25,MgCl2,1000,0.2,5.0,2.15,3.0417
25,MgCl2,1000,0.2,5.0,2.78,3.4046
25,MgCl2,1000,0.2,5.0,3.59,3.2754
25,MgCl2,1000,0.2,5.0,4.64,3.3284
25,MgCl2,1000,0.2,5.0,5.99,3.2299
25,MgCl2,1000,0.2,5.0,7.74,3.3406
25,MgCl2,1000,0.2,5.0,10.0,3.3175
25,MgCl2,1000,0.2,5.0,12.9,3.2922
25,MgCl2,1000,0.2,5.0,16.7,3.2584
25,MgCl2,1000,0.2,5.0,21.5,3.1829
25,MgCl2,1000,0.2,5.0,27.8,3.1866
25,MgCl2,1000,0.2,5.0,35.9,3.1483
25,MgCl2,1000,0.2,5.0,46.4,3.1264
25,MgCl2,1000,0.2,5.0,59.9,3.0684
25,MgCl2,1000,0.2,5.0,77.4,3.0623
25,MgCl2,1000,0.2,5.0,100.0,3.063
25,MgCl2,1000,0.2,6.0,1.0,3.9772
25,MgCl2,1000,0.2,6.0,1.29,4.1224
25,MgCl2,1000,0.2,6.0,1.67,3.5522
25,MgCl2,1000,0.2,6.0,2.15,3.5735
25,MgCl2,1000,0.2,6.0,2.78,3.8324
25,MgCl2,1000,0.2,6.0,3.59,3.5352
25,MgCl2,1000,0.2,6.0,4.64,3.7585
25,MgCl2,1000,0.2,6.0,5.99,3.5873
25,MgCl2,1000,0.2,6.0,7.74,3.6761
25,MgCl2,1000,0.2,6.0,10.0,3.6827
25,MgCl2,1000,0.2,6.0,12.9,3.6516
25,MgCl2,1000,0.2,6.0,16.7,3.578
25,MgCl2,1000,0.2,6.0,21.5,3.5275
25,MgCl2,1000,0.2,6.0,27.8,3.4968
25,MgCl2,1000,0.2,6.0,35.9,3.4579
25,MgCl2,1000,0.2,6.0,46.4,3.4319
25,MgCl2,1000,0.2,6.0,59.9,3.36
25,MgCl2,1000,0.2,6.0,77.4,3.352
25,MgCl2,1000,0.2,6.0,100.0,3.3248
25,MgCl2,1000,0.2,8.0,1.0,4.3144
25,MgCl2,1000,0.2,8.0,1.29,4.8222
25,MgCl2,1000,0.2,8.0,1.67,5.0607
25,MgCl2,1000,0.2,8.0,2.15,4.6761
25,MgCl2,1000,0.2,8.0,2.78,4.7635
25,MgCl2,1000,0.2,8.0,3.59,4.9669
25,MgCl2,1000,0.2,8.0,4.64,4.7477
25,MgCl2,1000,0.2,8.0,5.99,4.8185
25,MgCl2,1000,0.2,8.0,7.74,4.8044
25,MgCl2,1000,0.2,8.0,10.0,4.7273
25,MgCl2,1000,0.2,8.0,12.9,4.6689
25,MgCl2,1000,0.2,8.0,16.7,4.632
25,MgCl2,1000,0.2,8.0,21.5,4.5217
25,MgCl2,1000,0.2,8.0,27.8,4.4703
25,MgCl2,1000,0.2,8.0,35.9,4.3703
25,MgCl2,1000,0.2,8.0,46.4,4.2787
25,MgCl2,1000,0.2,8.0,59.9,4.2002
25,MgCl2,1000,0.2,8.0,77.4,4.1126
25,MgCl2,1000,0.2,8.0,100.0,4.0854
25,MgCl2,1000,0.2,10.0,0.1,4.4882
25,MgCl2,1000,0.2,10.0,0.129,4.3493
25,MgCl2,1000,0.2,10.0,0.167,4.0443
25,MgCl2,1000,0.2,10.0,0.215,3.5699
25,MgCl2,1000,0.2,10.0,0.278,3.7311
25,MgCl2,1000,0.2,10.0,0.359,4.1727
25,MgCl2,1000,0.2,10.0,0.464,5.171
25,MgCl2,1000,0.2,10.0,0.599,5.5131
25,MgCl2,1000,0.2,10.0,0.774,6.0704
25,MgCl2,1000,0.2,10.0,1.0,6.3893
25,MgCl2,1000,0.2,10.0,1.29,6.4495
25,MgCl2,1000,0.2,10.0,1.67,6.0513
25,MgCl2,1000,0.2,10.0,2.15,5.704
25,MgCl2,1000,0.2,10.0,2.78,6.0348
25,MgCl2,1000,0.2,10.0,3.59,6.1286
25,MgCl2,1000,0.2,10.0,4.64,5.856
25,MgCl2,1000,0.2,10.0,5.99,6.0197
25,MgCl2,1000,0.2,10.0,7.74,5.8295
25,MgCl2,1000,0.2,10.0,10.0,5.8264
25,MgCl2,1000,0.2,10.0,12.9,5.7859
25,MgCl2,1000,0.2,10.0,16.7,5.6699
25,MgCl2,1000,0.2,10.0,21.5,5.5184
25,MgCl2,1000,0.2,10.0,27.8,5.422
25,MgCl2,1000,0.2,10.0,35.9,5.2779
25,MgCl2,1000,0.2,10.0,46.4,5.156
25,MgCl2,1000,0.2,10.0,59.9,5.0436
25,MgCl2,1000,0.2,10.0,77.4,4.9391
25,MgCl2,1000,0.2,10.0,100.0,4.8095
25,MgCl2,1000,0.2,12.0,0.129,2.5453
25,MgCl2,1000,0.2,12.0,0.167,4.8191
25,MgCl2,1000,0.2,12.0,0.215,6.5186
25,MgCl2,1000,0.2,12.0,0.278,6.749
25,MgCl2,1000,0.2,12.0,0.359,7.1575
25,MgCl2,1000,0.2,12.0,0.464,7.9072
25,MgCl2,1000,0.2,12.0,0.599,8.3967
25,MgCl2,1000,0.2,12.0,0.774,8.2281
25,MgCl2,1000,0.2,12.0,1.0,8.5457
25,MgCl2,1000,0.2,12.0,1.29,8.1306
25,MgCl2,1000,0.2,12.0,1.67,7.5599
25,MgCl2,1000,0.2,12.0,2.15,7.8475
25,MgCl2,1000,0.2,12.0,2.78,8.0209
25,MgCl2,1000,0.2,12.0,3.59,7.8848
25,MgCl2,1000,0.2,12.0,4.64,7.7827
25,MgCl2,1000,0.2,12.0,5.99,7.8214
25,MgCl2,1000,0.2,12.0,7.74,7.6727
25,MgCl2,1000,0.2,12.0,10.0,7.5134
25,MgCl2,1000,0.2,12.0,12.9,7.4092
25,MgCl2,1000,0.2,12.0,16.7,7.2432
25,MgCl2,1000,0.2,12.0,21.5,7.0479
25,MgCl2,1000,0.2,12.0,27.8,6.8982
25,MgCl2,1000,0.2,12.0,35.9,6.6676
25,MgCl2,1000,0.2,12.0,46.4,6.4449
25,MgCl2,1000,0.2,12.0,59.9,6.2761
25,MgCl2,1000,0.2,12.0,77.4,6.0873
25,MgCl2,1000,0.2,12.0,100.0,5.8871
25,MgCl2,1000,0.2,15.0,0.1,10.331
25,MgCl2,1000,0.2,15.0,0.129,9.0508
25,MgCl2,1000,0.2,15.0,0.167,9.0964
25,MgCl2,1000,0.2,15.0,0.215,8.7917
25,MgCl2,1000,0.2,15.0,0.278,8.564
25,MgCl2,1000,0.2,15.0,0.359,8.9488
25,MgCl2,1000,0.2,15.0,0.464,10.229
25,MgCl2,1000,0.2,15.0,0.599,10.474
25,MgCl2,1000,0.2,15.0,0.774,10.98
25,MgCl2,1000,0.2,15.0,1.0,11.426
25,MgCl2,1000,0.2,15.0,1.29,11.306
25,MgCl2,1000,0.2,15.0,1.67,10.891
25,MgCl2,1000,0.2,15.0,2.15,10.53
25,MgCl2,1000,0.2,15.0,2.78,10.855
25,MgCl2,1000,0.2,15.0,3.59,10.879
25,MgCl2,1000,0.2,15.0,4.64,10.49
25,MgCl2,1000,0.2,15.0,5.99,10.615
25,MgCl2,1000,0.2,15.0,7.74,10.28
25,MgCl2,1000,0.2,15.0,10.0,10.139
25,MgCl2,1000,0.2,15.0,12.9,9.9455
25,MgCl2,1000,0.2,15.0,16.7,9.6503
25,MgCl2,1000,0.2,15.0,21.5,9.3001
25,MgCl2,1000,0.2,15.0,27.8,9.0078
25,MgCl2,1000,0.2,15.0,35.9,8.6465
25,MgCl2,1000,0.2,15.0,46.4,8.3145
25,MgCl2,1000,0.2,15.0,59.9,7.9941
25,MgCl2,1000,0.2,15.0,77.4,7.6858
25,MgCl2,1000,0.2,15.0,100.0,7.3685
25,MgCl2,1000,0.2,18.0,0.1,16.153
25,MgCl2,1000,0.2,18.0,0.129,15.34
25,MgCl2,1000,0.2,18.0,0.167,14.649
25,MgCl2,1000,0.2,18.0,0.215,14.889
25,MgCl2,1000,0.2,18.0,0.278,15.254
25,MgCl2,1000,0.2,18.0,0.359,14.843
25,MgCl2,1000,0.2,18.0,0.464,14.64
25,MgCl2,1000,0.2,18.0,0.599,13.412
25,MgCl2,1000,0.2,18.0,0.774,12.771
25,MgCl2,1000,0.2,18.0,1.0,12.873
25,MgCl2,1000,0.2,18.0,1.29,13.268
25,MgCl2,1000,0.2,18.0,1.67,13.535
25,MgCl2,1000,0.2,18.0,2.15,13.532
25,MgCl2,1000,0.2,18.0,2.78,13.097
25,MgCl2,1000,0.2,18.0,3.59,13.102
25,MgCl2,1000,0.2,18.0,4.64,13.1
25,MgCl2,1000,0.2,18.0,5.99,12.767
25,MgCl2,1000,0.2,18.0,7.74,12.633
25,MgCl2,1000,0.2,18.0,10.0,12.32
25,MgCl2,1000,0.2,18.0,12.9,11.956
25,MgCl2,1000,0.2,18.0,16.7,11.578
25,MgCl2,1000,0.2,18.0,21.5,11.182
25,MgCl2,1000,0.2,18.0,27.8,10.692
25,MgCl2,1000,0.2,18.0,35.9,10.246
25,MgCl2,1000,0.2,18.0,46.4,9.7924
25,MgCl2,1000,0.2,18.0,59.9,9.3129
25,MgCl2,1000,0.2,18.0,77.4,8.8784
25,MgCl2,1000,0.2,18.0,100.0,8.5113
25,MgCl2,1000,0.2,20.0,0.1,22.062
25,MgCl2,1000,0.2,20.0,0.129,20.87
25,MgCl2,1000,0.2,20.0,0.167,19.248
25,MgCl2,1000,0.2,20.0,0.215,19.624
25,MgCl2,1000,0.2,20.0,0.278,17.473
25,MgCl2,1000,0.2,20.0,0.359,16.603
25,MgCl2,1000,0.2,20.0,0.464,16.188
25,MgCl2,1000,0.2,20.0,0.599,16.029
25,MgCl2,1000,0.2,20.0,0.774,16.704
25,MgCl2,1000,0.2,20.0,1.0,17.098
25,MgCl2,1000,0.2,20.0,1.29,17.333
25,MgCl2,1000,0.2,20.0,1.67,17.362
25,MgCl2,1000,0.2,20.0,2.15,16.88
25,MgCl2,1000,0.2,20.0,2.78,16.683
25,MgCl2,1000,0.2,20.0,3.59,16.738
25,MgCl2,1000,0.2,20.0,4.64,16.403
25,MgCl2,1000,0.2,20.0,5.99,16.14
25,MgCl2,1000,0.2,20.0,7.74,15.71
25,MgCl2,1000,0.2,20.0,10.0,15.37
25,MgCl2,1000,0.2,20.0,12.9,14.851
25,MgCl2,1000,0.2,20.0,16.7,14.294
25,MgCl2,1000,0.2,20.0,21.5,13.674
25,MgCl2,1000,0.2,20.0,27.8,13.034
25,MgCl2,1000,0.2,20.0,35.9,12.394
25,MgCl2,1000,0.2,20.0,46.4,11.771
25,MgCl2,1000,0.2,20.0,59.9,11.118
25,MgCl2,1000,0.2,20.0,77.4,10.537
25,MgCl2,1000,0.2,20.0,100.0,9.9867
25,CaCl2,1000,0.2,1.5,1.0,1.8034
25,CaCl2,1000,0.2,1.5,1.29,1.7588
25,CaCl2,1000,0.2,1.5,1.67,1.4544
25,CaCl2,1000,0.2,1.5,2.15,1.5353
25,CaCl2,1000,0.2,1.5,2.78,1.6778
25,CaCl2,1000,0.2,1.5,3.59,1.5176
25,CaCl2,1000,0.2,1.5,4.64,1.6509
25,CaCl2,1000,0.2,1.5,5.99,1.5439
25,CaCl2,1000,0.2,1.5,7.74,1.5571
25,CaCl2,1000,0.2,1.5,10.0,1.5841
25,CaCl2,1000,0.2,1.5,12.9,1.5857
25,CaCl2,1000,0.2,1.5,16.7,1.5722
25,CaCl2,1000,0.2,1.5,21.5,1.5983
25,CaCl2,1000,0.2,1.5,27.8,1.6062
25,CaCl2,1000,0.2,1.5,35.9,1.6229
25,CaCl2,1000,0.2,1.5,46.4,1.6509
25,CaCl2,1000,0.2,1.5,59.9,1.6643
25,CaCl2,1000,0.2,1.5,77.4,1.7061
25,CaCl2,1000,0.2,1.5,100.0,1.7071
25,CaCl2,1000,0.2,2.0,1.0,1.9515
25,CaCl2,1000,0.2,2.0,1.29,1.6701
25,CaCl2,1000,0.2,2.0,1.67,1.6061
25,CaCl2,1000,0.2,2.0,2.15,1.8267
25,CaCl2,1000,0.2,2.0,2.78,1.6881
25,CaCl2,1000,0.2,2.0,3.59,1.7165
25,CaCl2,1000,0.2,2.0,4.64,1.7478
25,CaCl2,1000,0.2,2.0,5.99,1.7682
25,CaCl2,1000,0.2,2.0,7.74,1.7344
25,CaCl2,1000,0.2,2.0,10.0,1.7373
25,CaCl2,1000,0.2,2.0,12.9,1.7432
25,CaCl2,1000,0.2,2.0,16.7,1.7492
25,CaCl2,1000,0.2,2.0,21.5,1.7866
25,CaCl2,1000,0.2,2.0,27.8,1.773
25,CaCl2,1000,0.2,2.0,35.9,1.7864
25,CaCl2,1000,0.2,2.0,46.4,1.7969
25,CaCl2,1000,0.2,2.0,59.9,1.8415
25,CaCl2,1000,0.2,2.0,77.4,1.8574
25,CaCl2,1000,0.2,2.0,100.0,1.8617
25,CaCl2,1000,0.2,3.0,1.0,2.0952
25,CaCl2,1000,0.2,3.0,1.29,2.1059
25,CaCl2,1000,0.2,3.0,1.67,2.3677
25,CaCl2,1000,0.2,3.0,2.15,2.0888
25,CaCl2,1000,0.2,3.0,2.78,2.0622
25,CaCl2,1000,0.2,3.0,3.59,2.2223
25,CaCl2,1000,0.2,3.0,4.64,2.1053
25,CaCl2,1000,0.2,3.0,5.99,2.1304
25,CaCl2,1000,0.2,3.0,7.74,2.1377
25,CaCl2,1000,0.2,3.0,10.0,2.1
25,CaCl2,1000,0.2,3.0,12.9,2.0981
25,CaCl2,1000,0.2,3.0,16.7,2.1044
25,CaCl2,1000,0.2,3.0,21.5,2.0805
25,CaCl2,1000,0.2,3.0,27.8,2.0968
25,CaCl2,1000,0.2,3.0,35.9,2.0849
25,CaCl2,1000,0.2,3.0,46.4,2.0809
25,CaCl2,1000,0.2,3.0,59.9,2.0882
25,CaCl2,1000,0.2,3.0,77.4,2.0786
25,CaCl2,1000,0.2,3.0,100.0,2.1285
25,CaCl2,1000,0.2,2.5,1.0,1.7825
25,CaCl2,1000,0.2,2.5,1.29,1.8039
25,CaCl2,1000,0.2,2.5,1.67,2.0888
25,CaCl2,1000,0.2,2.5,2.15,1.8976
25,CaCl2,1000,0.2,2.5,2.78,1.8792
25,CaCl2,1000,0.2,2.5,3.59,2.0264
25,CaCl2,1000,0.2,2.5,4.64,1.896
25,CaCl2,1000,0.2,2.5,5.99,1.9695
25,CaCl2,1000,0.2,2.5,7.74,1.964
25,CaCl2,1000,0.2,2.5,10.0,1.939
25,CaCl2,1000,0.2,2.5,12.9,1.929
25,CaCl2,1000,0.2,2.5,16.7,1.9571
25,CaCl2,1000,0.2,2.5,21.5,1.9349
25,CaCl2,1000,0.2,2.5,27.8,1.9476
25,CaCl2,1000,0.2,2.5,35.9,1.9469
25,CaCl2,1000,0.2,2.5,46.4,1.9411
25,CaCl2,1000,0.2,2.5,59.9,1.9638
25,CaCl2,1000,0.2,2.5,77.4,1.9573
25,CaCl2,1000,0.2,2.5,100.0,2.0074
25,CaCl2,1000,0.2,4.0,1.0,2.2871
25,CaCl2,1000,0.2,4.0,1.29,2.5972
25,CaCl2,1000,0.2,4.0,1.67,2.5399
25,CaCl2,1000,0.2,4.0,2.15,2.4122
25,CaCl2,1000,0.2,4.0,2.78,2.5273
25,CaCl2,1000,0.2,4.0,3.59,2.4396
25,CaCl2,1000,0.2,4.0,4.64,2.4776
25,CaCl2,1000,0.2,4.0,5.99,2.4329
25,CaCl2,1000,0.2,4.0,7.74,2.4953
25,CaCl2,1000,0.2,4.0,10.0,2.4912
25,CaCl2,1000,0.2,4.0,12.9,2.477
25,CaCl2,1000,0.2,4.0,16.7,2.4522
25,CaCl2,1000,0.2,4.0,21.5,2.41
25,CaCl2,1000,0.2,4.0,27.8,2.4231
25,CaCl2,1000,0.2,4.0,35.9,2.4059
25,CaCl2,1000,0.2,4.0,46.4,2.4092
25,CaCl2,1000,0.2,4.0,59.9,2.3728
25,CaCl2,1000,0.2,4.0,77.4,2.3869
25,CaCl2,1000,0.2,4.0,100.0,2.4056
25,CaCl2,1000,0.2,5.0,1.0,2.64
25,CaCl2,1000,0.2,5.0,1.29,2.7648
25,CaCl2,1000,0.2,5.0,1.67,2.9924
25,CaCl2,1000,0.2,5.0,2.15,2.9827
25,CaCl2,1000,0.2,5.0,2.78,2.8254
25,CaCl2,1000,0.2,5.0,3.59,2.9926
25,CaCl2,1000,0.2,5.0,4.64,2.8631
25,CaCl2,1000,0.2,5.0,5.99,2.9365
25,CaCl2,1000,0.2,5.0,7.74,2.8818
25,CaCl2,1000,0.2,5.0,10.0,2.8439
25,CaCl2,1000,0.2,5.0,12.9,2.8308
25,CaCl2,1000,0.2,5.0,16.7,2.835
25,CaCl2,1000,0.2,5.0,21.5,2.8067
25,CaCl2,1000,0.2,5.0,27.8,2.7814
25,CaCl2,1000,0.2,5.0,35.9,2.7571
25,CaCl2,1000,0.2,5.0,46.4,2.7192
25,CaCl2,1000,0.2,5.0,59.9,2.7332
25,CaCl2,1000,0.2,5.0,77.4,2.6971
25,CaCl2,1000,0.2,5.0,100.0,2.7186
25,CaCl2,1000,0.2,6.0,1.0,3.1956
25,CaCl2,1000,0.2,6.0,1.29,3.2018
25,CaCl2,1000,0.2,6.0,1.67,3.4641
25,CaCl2,1000,0.2,6.0,2.15,3.3699
25,CaCl2,1000,0.2,6.0,2.78,3.2912
25,CaCl2,1000,0.2,6.0,3.59,3.4211
25,CaCl2,1000,0.2,6.0,4.64,3.2925
25,CaCl2,1000,0.2,6.0,5.99,3.3851
25,CaCl2,1000,0.2,6.0,7.74,3.3368
25,CaCl2,1000,0.2,6.0,10.0,3.2796
25,CaCl2,1000,0.2,6.0,12.9,3.2551
25,CaCl2,1000,0.2,6.0,16.7,3.2499
25,CaCl2,1000,0.2,6.0,21.5,3.1973
25,CaCl2,1000,0.2,6.0,27.8,3.165
25,CaCl2,1000,0.2,6.0,35.9,3.1233
25,CaCl2,1000,0.2,6.0,46.4,3.0735
25,CaCl2,1000,0.2,6.0,59.9,3.0685
25,CaCl2,1000,0.2,6.0,77.4,3.0171
25,CaCl2,1000,0.2,6.0,100.0,3.0309
25,CaCl2,1000,0.2,7.0,1.0,7.8705
25,CaCl2,1000,0.2,7.0,1.29,5.5434
25,CaCl2,1000,0.2,7.0,1.67,5.4079
25,CaCl2,1000,0.2,7.0,2.15,4.5845
25,CaCl2,1000,0.2,7.0,2.78,4.4539
25,CaCl2,1000,0.2,7.0,3.59,4.5457
25,CaCl2,1000,0.2,7.0,4.64,4.1969
25,CaCl2,1000,0.2,7.0,5.99,4.1391
25,CaCl2,1000,0.2,7.0,7.74,4.0486
25,CaCl2,1000,0.2,7.0,10.0,3.9738
25,CaCl2,1000,0.2,7.0,12.9,3.9193
25,CaCl2,1000,0.2,7.0,16.7,3.8816
25,CaCl2,1000,0.2,7.0,21.5,3.8011
25,CaCl2,1000,0.2,7.0,27.8,3.7541
25,CaCl2,1000,0.2,7.0,35.9,3.6792
25,CaCl2,1000,0.2,7.0,46.4,3.4815
25,CaCl2,1000,0.2,7.0,59.9,3.4045
25,CaCl2,1000,0.2,7.0,77.4,3.3489
25,CaCl2,1000,0.2,7.0,100.0,3.352
25,CaCl2,1000,0.2,8.0,1.0,4.5911
25,CaCl2,1000,0.2,8.0,1.29,4.6734
25,CaCl2,1000,0.2,8.0,1.67,4.8768
25,CaCl2,1000,0.2,8.0,2.15,4.8953
25,CaCl2,1000,0.2,8.0,2.78,4.724
25,CaCl2,1000,0.2,8.0,3.59,4.836
25,CaCl2,1000,0.2,8.0,4.64,4.7279
25,CaCl2,1000,0.2,8.0,5.99,4.7728
25,CaCl2,1000,0.2,8.0,7.74,4.6706
25,CaCl2,1000,0.2,8.0,10.0,4.6112
25,CaCl2,1000,0.2,8.0,12.9,4.5494
25,CaCl2,1000,0.2,8.0,16.7,4.5048
25,CaCl2,1000,0.2,8.0,21.5,4.4164
25,CaCl2,1000,0.2,8.0,27.8,4.3237
25,CaCl2,1000,0.2,8.0,35.9,4.2373
25,CaCl2,1000,0.2,8.0,46.4,4.1359
25,CaCl2,1000,0.2,8.0,59.9,4.081
25,CaCl2,1000,0.2,8.0,77.4,3.9895
25,CaCl2,1000,0.2,8.0,100.0,3.9548
25,CaCl2,1000,0.2,10.0,0.1,4.4906
25,CaCl2,1000,0.2,10.0,0.129,3.5826
25,CaCl2,1000,0.2,10.0,0.167,3.955
25,CaCl2,1000,0.2,10.0,0.215,5.8344
25,CaCl2,1000,0.2,10.0,0.278,5.2879
25,CaCl2,1000,0.2,10.0,0.359,5.8088
25,CaCl2,1000,0.2,10.0,0.464,6.0469
25,CaCl2,1000,0.2,10.0,0.599,6.0953
25,CaCl2,1000,0.2,10.0,0.774,6.2814
25,CaCl2,1000,0.2,10.0,1.0,5.7425
25,CaCl2,1000,0.2,10.0,1.29,5.5278
25,CaCl2,1000,0.2,10.0,1.67,5.64
25,CaCl2,1000,0.2,10.0,2.15,5.6916
25,CaCl2,1000,0.2,10.0,2.78,5.8397
25,CaCl2,1000,0.2,10.0,3.59,5.6174
25,CaCl2,1000,0.2,10.0,4.64,5.6211
25,CaCl2,1000,0.2,10.0,5.99,5.5488
25,CaCl2,1000,0.2,10.0,7.74,5.5244
25,CaCl2,1000,0.2,10.0,10.0,5.4114
25,CaCl2,1000,0.2,10.0,12.9,5.3248
25,CaCl2,1000,0.2,10.0,16.7,5.2181
25,CaCl2,1000,0.2,10.0,21.5,5.1242
25,CaCl2,1000,0.2,10.0,27.8,5.018
25,CaCl2,1000,0.2,10.0,35.9,4.8962
25,CaCl2,1000,0.2,10.0,46.4,4.7593
25,CaCl2,1000,0.2,10.0,59.9,4.6663
25,CaCl2,1000,0.2,10.0,77.4,4.556
25,CaCl2,1000,0.2,10.0,100.0,4.4727
25,CaCl2,1000,0.2,12.0,0.1,7.3964
25,CaCl2,1000,0.2,12.0,0.129,7.0816
25,CaCl2,1000,0.2,12.0,0.167,7.3258
25,CaCl2,1000,0.2,12.0,0.215,7.9612
25,CaCl2,1000,0.2,12.0,0.278,7.4565
25,CaCl2,1000,0.2,12.0,0.359,7.0683
25,CaCl2,1000,0.2,12.0,0.464,7.7669
25,CaCl2,1000,0.2,12.0,0.599,7.6008
25,CaCl2,1000,0.2,12.0,0.774,7.8392
